Comment,Count
finally happy to see ducky on his previous seat,1
aroob being sus,1
aftet watching this yeto bachpan se hi ameer nikla,1
you are so sweet as in your childhood and now as well you are so kind and lovable person thank you so much to give us time by through vlogs,1
salute ur dad jinho ne ap ke itne hasin lamho ko record kia,1
therapy is so expensive so i just watch his vlog,1
i liked this vedio even before started watching itt bcoz i knew its going to be really fun,1
i am big fan of hazrat muhammad saw are you agree with me,1
bachpan bohat acha bachpan nazar aa raha hydil kerta hay kash humara bachpan b record hota hum esy hi dekh k enjoy kerty bohat acha laga saad ap ny request pori ki thanks,1
we need old ducky bhai,1
now we know where he got his vlogging skills,1
never knew that you had a sister all the best for your work,1
ducky childhood better then noww,1
heartwarming childhood videos,1
lets vote for ignoring prank with aroob,1
ducky bhai youre so lucky and blessed k apky vlog se log kch time k liye e sahi pr life problems bhool jaty hain youre such a great motivation to start a new day with new energy allah bless you your fan,1
i literally wait for your vlogs until am love from multan,1
its cute when aroob say i wish my son is like you,1
allah pak hamesha koish rakay bhai ko,1
mashaallah bhai allah pak aap ko orr baji ko nasseeeeb kry asy hi aur khusiyaab atta kreinameen pora aik humhein de do,1
now thats i called real husband move who can balance everything and he clearly knows what he wants simple,1
lets vote ducky bhai giving the old iphones to me,1
lets vote for sayings yes to aroob for hour,1
congratulations love with aroob reaction,1
aroob is too cute the way of her talking is just so beautiful,1
lets vote ducky bhai ignoring aroob for hours,1
masha allah ap dono bhot cute ho allah pak ap ko asy he khush rakhy best of luck for ur feature,1
congratulations to you both,1
bhai real ma ap kay vlog dekh kr ma roo pardta ho be hardwork,1
made for each other,1
we want family vlogs with your all family like you travel to northern areas in pakistan lots of love from sweden,1
ma sha allah ducky bhai many many congratulations for new car and fones,1
love you ducky bhai stay blessed and enjoy happy life,1
ma sha allah ma sha allah allah ap no ko salamt rakhein yeh surprise hmein b dein kbi hm b vlogging start kr skein,1
so cute reaction by aroob she is so blessed to have a husband like you both of you made for each other see us,1
its feels good to see him daily,1
now i can finally afford iphone alhamdulilah,1
aroob is getting cuter by the day,1
masha allah congratulations ducky bhai for pro max,1
congratulations bhai u r my ideal i love your vlogsu give me motivation u r great brother,1
ma shaallah bhai congratulations stay blessed stay happy stay successful amen,1
stay safe brother may allah protect you from evil eyes,1
imagine ducky bhai giving you his pro max not possible,1
allah make you both happy nd together forever,1
best content creater ever,1
congratulations very happy for both of you,1
aroobs cuteness is another level,1
from this video i came to an end aroob only know one english word and it is cute,1
millon subscribers is not a joke respect button for jani,1
mjy b aj e pata chala vesy love from pakistan islambad,1
inshallah one day i will also become like you big respect for you sir,1
memories never dies,1
damn bro youre working so hard to gain m subs and were supporting you till m and after m subscribers that was a big decision to put vlogs instead of roasting videos and the vlogs are soo good that the day is incomplete without your vlog,1
he never fails us to make us laugh,1
million is not a joke respect for ducky bhai,1
thats how fast the night changes hes watching his childhood videos and itll seem to him that this was just yesterday and now hes married time flies,1
respect for ducky bhais father he was blogging in,1
childhood part httpsyoutubehflilavs instagram httpswwwinstagramcomduckybhai,1
bhai you are besti really like your videosand daily watch your videosplz bhai logon k negative comments ignore krainar apni videos continue rakhiyei proud of you,1
i again miss the chance to meet ducky bhai,1
thank you ducky bhai for making this good content and guys is the only me that dont understand what shes saying,1
who proud to be umat e rasool allah,1
duckybhai that more of what we like to see from you ducky people have trolled you for cringe content but since this is something much bettter appreciation should given keep it up,1
i am shocked this is really in pakistan amazing,1
this person is a master piece,1
lets vote for part of child hood,1
love from mardan ducky bhai my dream is to meet you,1
ducky bhai is very confident and well spoken,1
much respect for that computer operator guy,1
greatest vlog of all time,1
a very good initiative pakistan needs more things amd development like this,1
love this vlog by heart,1
dear saad m subscribers is not a joke you have become face of pakistan this video is very helpful in promoting positive image of pakistan you must start making videos like this on weekly basis in which positive pakistan image is shown itnay kisi politician k voters nahe hotay jitnay you have subscribers ma so besides your daily vlogging jo jo acha hai pakistan k bare mein wo promot kar do and jo behtar hosakta hai usko highlight kar do,1
thanks to china for giving us so many and such a beautiful gifts which is very helpful for pakistan for building a nation pak china friendship is the example of friendship all over the world,1
the way ducky say noorin appi,1
beautiful vlog kindly make a travel vlog every picnic and tourism place of lahore thanks,1
lets vote for saying yes to mom fot hours,1
sab se best scene,1
ducky bhai is like a food blogger,1
he never fails to annoy us,1
this man born to make history,1
lets vote for saying yes to turab or sibtain for,1
the way ducky give the intro was something else,1
lets vote for next international trip in japan old home in japan,1
aroob sayso my wish my son just like you saad saysniiii,1
ducky bhai its my humble request in japan where you used to live go visit your old place and show us where you used to live in,1
lets vote part,1
i love feeling of nostalgia,1
challenge go to japan again and again meet your all neighbors,1
old intro nostalgia,1
lets vote for saying yes to aroob for hr,1
legends notice that ducky bhai has a sister,1
we miss our childhood a lot,1
breaking news ducky was more harami in bachpan than nowlove u saad bhai gulabi dil gulabi dil,1
mehrbani karke aroob ko bolo overacting na kare,1
millions is note a joke salute this man,1
lets vote for ignooring aroob for hour,1
lets vote for saying yes to ducky for going to india for watching world cup,1
lets stand for palestine,1
legend noticed aroobs smile,1
aroob epic reaction she understand what legend understand,1
his dad was a vlogger way before vlogging was a thing,1
days incomplete without your video,1
lets vote for saying yes to papa for hours,1
your papa was the real vlogger,1
ducky has a sister saadu kun was epic,1
aroob i wish my son is like you ducky bhai nahiiii,1
memories never dies right says,1
imagine those lil kids with saad in childhood watch this vlog as a grown person,1
one of the best video i saw of yoursmins silence for those who taught you were just a poor from a small town,1
million is not a joke salute this man who entertain us,1
this man never disappoints us respect button for ducky bhai,1
who is proud to be part ummat e hazrat muhammad saw,1
dukhy bhai yaar proud of you mashaallah allah apko zaida or success dain ga aap dil bht acha insan ho yaar,1
as a muslim it is really haram in islam brother,1
your vlogs have this unique way of making me feel like im right there with you love it,1
we should proud to be muslim always,1
you are proud to be muslim,1
i can totally relate to the excitement of planning a trip and documenting it through vlogging,1
ducky bhai never disappoint his viewers,1
we all are proud to be muslim yall wow ducky bhai,1
proud to be muslim allhmdulilah,1
vlogging is an art and youve truly mastered it great job capturing these moments,1
vlogs are like a window to someone elses life i cant get enough of them,1
me my daughter was waiting for your video like ducky vlog,1
just love your vlogs,1
legends watch all magics in nadir ali podcast,1
who agree that ducky is brand,1
i have addiction with hr vlogs,1
i watched the ring magic trick at x speed youll must watch haha,1
im from karachi and governor sir is really good man,1
who proud to be a good muslim,1
always on top ducky bhi one man armylove you bro,1
quran is truth,1
congrats dor million saad bhai,1
love from qatar,1
need confidence like saad,1
we know that you guys dont have to explain youselves to us,1
thanks to nadir ali podcast he exposed every trick in his show alas to his struggle,1
lets vote for nd shade with rumasa,1
really appreciate proofs are given by ducky,1
wow good to see shahrukh is here,1
ducky was not expecting this from you to support these people but unfortunately,1
comments main adhy sy zyada proud to be muslim waly hoty hen,1
only saad bhai fan can feel the happiness of every vilog,1
your vlogs always put a smile on my face keep sharing your adventures,1
the editing in your vlogs is fantastic it adds so much to the storytelling,1
god bless you both masha allah beautiful couple sweet personality,1
the slap received from aroob,1
its am here in oman just watching ducky bhi vlog love it,1
why is proud to b muslim,1
seafood is love,1
advance conjunction brother for m subscribers,1
ive been vlogging for a while and your content motivates me to up my game thanks,1
your relationship is so beautiful masha allah,1
who is proud to be a muslim food,1
i swear ive watched this vlog like ten times its just so captivating,1
proud to be vegetarian,1
yes i also proud of muslim alhamdulillah,1
advanced congratulations to million followers,1
amazing vlog and food love from gojra pakistan,1
aroobs shame on you saad is a constant,1
cmmnt section full of proud to be a muslim i feel so proud of u gyz stay blessed,1
saad bro we support you and as a muslim we need to raise our voice for palestinians innocent people especially childrens you are a big youtuber of pakistan that is why it is your responsibility to raise your voice against human violation please open your eyes,1
proude to be muslim peoples are my lovely brothers,1
this vlog is giving me serious wanderlust who else is itching to travel,1
the way ducky bhai said ayhayhayahyayyahya was hilarious todays vlog was really funny i loved it,1
congratulations on million subscribers dacky bhai good valoging keep it up,1
from all the pakistani youtuber couple i find aroob the most positive and sweet wife she has ounce of any negative traits or emotions in her very refreshing to see her,1
watching vlogs is my favorite way to unwind after a long day who else agrees,1
proud to be a muslim saw,1
i love how this vlog makes me want to go on my own adventure and start vlogging,1
im always amazed by your vlogging skills your shots and storytelling are on point,1
i find vlogs so relatable because they capture the little moments that make life special,1
i respect all religions and proud to be a muslim,1
ego attitude hard work i proud this person,1
busted check his hand he is holding one end of the string with his eye by semi closing it and the actual string is in his hand so he is just basically moving his hand while releasing it great effort btw,1
congrats for m,1
me who played these magic tricks at x,1
we stand with palastine,1
nothing can beat shaadi fearness cream,1
lets vote for letting the person in front of me decide what i eat hours,1
favorite couple best veloger ducky bhai,1
who want ducky bhai to travel with his friends like baba op and maaz,1
who wants ducky bhai to travel with his friends again,1
mashaallah ap both achy husband ho cute couple,1
mashaallah allah pak tam people should be saved from the eyes of hasidas,1
allah pak ap logo ko hamesha khush rakhye or naik ulaad atta farmaye ameen,1
my dream country turkey,1
pushpa celebration by warner after getting centuryhe is having good connection with india,1
chalo achi baat hai have a great time in turkey,1
lets vote for saying yes to ducky bhai for coming to india for watching wcc,1
love you too much ducky bhai you are funny like me,1
your trip videos are always fun cant wait,1
lets vote for muneeb,1
when ducky said paraan mar i laughed so hard,1
i love you allah,1
ducky bhai million not a joke salute you,1
thank you for everything,1
advance congratulations for m subscriber,1
packing wala scene to mera all time favourite ha,1
ducky bhai congratulations got a visa for turkey but dont forget this fans iphone,1
when arrobs visa got rejected ducky be like itni khushi itni khushi,1
i congratulate you for the visa,1
sikhs love muslims love from charda punjab,1
have a safe and nice journey,1
only ducky bhai lovers can feel the happiness of daily vlog,1
lots of love for india from pakistan,1
who is proud to be palestan,1
love you vaiya love from bangladesh,1
you won my heart mashallahyou are the bestest vlogger bhai,1
alhumdullilah proud to be muslim,1
kamran tasory salam to you for such a great work thank you ducky bhai for such a entertaining and informative vlog,1
he is my sir who teach me first computer ms office course and he is a great magician also his cards magic is one of the great magic,1
i appreciate it saad i dont know who said all seafood isnt halal,1
ducky bhai the debate about the seafood is still ongoing and several people have several thoughts on it and if you look at the tafseer of the ayyah mentioned by google it was actually for the people going to huhj so its not confirm wether it is applicable for every one or just the people going on hajj,1
congratulations advance for m,1
lets voting for ignoring arub for hours,1
proud to be muslim pakistan ducky bhai big fan,1
all muslims proud to be a muslim,1
duckybhai never disappoint us,1
lets vote for ducky ignoring aroob for hours,1
advance congratulations for m subscribers god bless u saad bhai you are the most greathumble and entertaining person hats off,1
vote vote ducky bhai saying yes to his mother for hours,1
we proude to be muslim,1
who is proud to be a muslim allhumdulilha,1
so nice you are working so hard,1
it was lovely to see you explaining the matter of seafood influencers like you really need to discuss such topics along with your daily content it will really benefit the muslim ummah big fan,1
hi ducky bhai thank you for inviting me to the gettogether yesterday it was a fantastic evening full of surprises and laughter,1
who is proud to be a pakistani and muslim,1
nice couple,1
turkeys visa is not a big deal can go there with my eu card,1
aroob and saad best couple in the world,1
jumma mubarak to my all muslim brothers and sisters may allah bless you ameen summa ameen,1
ducky bhai ma sha allah khush rahain,1
bhaiyo free freee freee falastin,1
lets vote for next trip to india,1
ducky bhai wants to meet czn burak to eat his tasty food,1
very sorry that our youtuber unable to say anything regarding our palistanian brothers and sisters shameful busy in enjoyments,1
m coming soon love you,1
congratulations for six million,1
how you can ignore the palestine war you have the social media power and infact you are the biggest youtuber of pakistan the youtuber who can make anyone million subscribers in hours your one motivational vediopost can raise million voices instead of million subscribers,1
intro of his vlog is like an earthquake for his family,1
sare likes to inko milte hai proud to be muslim walo ko,1
who is proud to be a part ummate muslima,1
who his proud to be part of ummat e muhammad saw,1
yaar pakistani ladkiya bhi itni cute hoti hai,1
i was very excited for the match and broke my foot,1
every time welcome to india hyderabad especially ducky bhai,1
who is proud to be part of hazrat muhammad saw,1
love from india dua krunga agli baar haroge to rona mt bro,1
he is just born to be a comedian,1
india,1
imagine you go to washroom on outs and came after minutes outs,1
love from bharat,1
love from india finally found the man lekin ye to hona hi tha,1
happy victory india against pakistan and hard luck pakistan,1
lets vote for opening ducky bhai tea stall challenge,1
when aroob says haye allah and ducky through the milk box,1
i am pakistani but happy dedicated win india congratulations on your victory,1
feeling sad for pakistan and saad,1
mein ek indian hu but mujhe aapke vlogs bahut acche lge thankyou so much for my face smile always happy you and your family,1
kuch bhi ho pr baap baap hota h,1
afganistan india brother,1
ducky bhailast honest reaction after losing the match,1
i will be going tomorrow to support pakistans cricket team in the match against new zealand,1
ye to hona hi tha india win,1
one day cant complete without your vlog,1
from bangladesh were happy for our brother neighbor and friend country india,1
who is proud to be hazarat muhammad saw ummati,1
who is proud to be part of umat muslama saw,1
jai shri ram,1
who is proud to be ummat of pbuh,1
itni relief hoti hai na jab ducky ka vlog aye,1
who os proud to be the part of hazarat muhammad sws,1
when she saysdali jao my reaction,1
baap se no panga love from up india,1
all out ek dum se waqt badal diye jazbaat badal diye,1
sad moment same feeling,1
muja bhohat dukh hova aj match dheak ker,1
i ly india,1
love ur vlog allah bless u always from tokyo,1
greem team green team out hogaya hai green team ka these made my day,1
aroob said motta to saad was epic,1
phalistine we all are with you,1
ducky bhai best funny part in video,1
ducky love you yrr and thanks for entertaining us,1
acha score chal raha tha jo agye se muh kala karne,1
i want you to do the intro and ending like roasting videos they were beast please,1
it was better then burning blood duckys vlog played on the screen and enjoyed at least,1
kitchen scene was awesome,1
best part of aroob seying to saad jhoota mota,1
ducky bhai boycott mcdonald stand with phalestine,1
waiting for your new vlog since evening,1
allah is best,1
emotional damage,1
look on iqra,1
we are back with another circket match,1
we are always with pakistan and babar azam,1
fun fact kohli sar dard ki goli,1
india is in full form,1
pakistan team keep it up dont disappoint on your loss,1
instead of enjoying the match with his family hes enjoying it with his friends he should have to give some time to his family too,1
apka vlog dekh kr dil khush ho jta,1
allah pak palestine ky muslmano ko apni aman man rakh,1
comedy never ends in pak,1
this man has proved everyone that he can entertain anyone without using derogatory words,1
when you realise aab ducky bhai ko panauti bhi nahi bol sakte,1
put that black and gold artwork on the wall beside tv console and small frames somewhere else also on the white wall put some beautiful mirrors set of or something like that it will give a luxurious look to the roomand the pluto painting can be put outside room enterance wall,1
million nearly inshaallah,1
yaar zig zag bohat acha lage ga,1
i am so excited,1
road m,1
the line bakre ke chole,1
we want childhood reaction part with your brother zia zulkifarwho agrees,1
lets vote for showing his brother in camera please saad bhai for us,1
million par dubai jana para ga,1
bhai bhaii am from india aab tak me apne indian vloggers ko dekhti ti this is for the st time i watched any pakistani vlogger but i must say this man is something else full on entertainer yrrr saad bro you are amazing,1
my respect ducky bhai love you ducky bhai,1
ducky bhai never fail to entertainment us,1
aroob laugh is so cute ducky roasted her everytime,1
mashallah ducky bahii keep your happiness private nazar is reall,1
allahumma salli wa sallim wa baarik wa sallim alaa habeebina nabiyyina muhammad wa alaa aalihi wa azwajihi wa zurriyatihi fee kulli lamhatin wa nafsim bi adadi kulli maloomi laka,1
kon kon chata ha ke ducky bhai million par umra kare,1
aroob looks very calm i really appreciate her patience,1
million is not a joke respect for this sigma man,1
love quran,1
you can add artifical plants or real plants with it it will gonna look super cool,1
lets us obey his hardworking and dedication for vlogging he is making history daily vlog is not easy its just result of determined peopleone is my brother ducky bhai,1
we are with our palestine brother and sisters,1
the day is incomplete without duck is vlog i was waiting for it whole day and now i am completely happy that i am eating my dinner while watching duckys vid love from lhr,1
im from uk and i watch your vlogs daily dont put anything else on the wall where you have big art work frames it looks nice with of them only if you add more it will look too messy also you can put frames as zigzag just make sure if they are islamic frames you feet are not towards them when you sleep,1
who proud to be a part of uammat e muhammad saw,1
i am muslim alhudulillah,1
saad bhai advance congratulations for millions subscribers,1
advence m subscribers congratulations,1
i love seafood,1
lets go for another setup tour wing for the video when renovation is complete and you make another setup tour video,1
saying yes to mother for hours,1
cant stop my laugh,1
as a muslim i stand with truth,1
lets vote for going to india for watching world cup,1
i keep coming back to the video to hear ducky say roti shoti and that savage tea recipe,1
jaisanatan dharm,1
proud to be a hindustani,1
this man never fail to entertain us,1
in the end its just a game keeping all the rivalry and hate to one side ducky you are super funny love from,1
promocode xduckybhai link httpsaffpatopltagdmcsiteadrpromotionscricketworldcup,1
million is not a joke respect button for ducky proud to be a pakistani,1
hi ducky bhai i love what you do keep doing what you do and suprise your parents with umrah,1
let s vote for say ing yes to aroob hours,1
lets vote for saying yes to aroob for hors,1
haseeb bhi is such a sigma male,1
lets vote for say yes to mama for hours,1
aroob is defending saad all the time so cute ma,1
i am proud to be a muslim alhamdulillah who agree with me,1
proud to be part of muslim umma,1
ducky bhai is an expert in cooking keep it up for daily vlogs,1
m subscribe is not a joke respected button for ducky bhai,1
ducky bahi never failed to entertain us,1
qasam se maza a jata duckysaad bhai ke vlogs or daily ki mehnat dekh kr please like for showing support to our saad bhai,1
man this great gentleman haseeb bhai is such a lovely fellow such a beautifull good looking and sweet man and his hospitality is amazing you clowns have ruined the video by your overacting haseeb bhai is legend and his channel is also amazing respect for haseeb bhai,1
who w proud to be a part of umat muslim,1
tbh i was expecting a sensible cooking challange that would be so fun the over acting wasnt needed probably the hn food owner also wasnt expecting this,1
i can bet hn foods owner was literally upset he was expecting a sensible mannered cooking challenge but they people got so much over believe me i was feeling ashamed yar her jagah over acting achi nahi lagti na jahalat dikhani chaie her jaga,1
haseeb be like and says the golden words kitchen to warr gya,1
haseeb bhai ka to monh utar gya respect for this man ducky bhai thora usky kitchen to khiyal karty,1
the owner is irritated and was brutally honest that food was so off,1
amazing restaurant and the food is really really delicious im not a fan of desi pakistani cuisine however when i finally agreed to fully immerse myself and eat like a local i was pleasantly surprised i highly recommend it and hope they maintain their standards and the team stays together and the owner leads them to success,1
day is incomplete with out your vilog,1
allah always with us,1
congratulations ducky bhai allah pak apko ot kamyab kren ameen,1
lets vote for aroob for hours,1
magine daku watching this video and returning ko ducky bhii,1
thats why i like this man that this man dont show our sad feelings and always entertain us uh are always my fav bro,1
ducky bhai allah is always with you,1
just give her same ring with surprise shell love it definitely new memory will bhi created,1
allah pak aap logon isse bhi zyada dega inshaallah respect button for ducky bhai,1
i lost all of my gold jewlry after days of my wedding and still after n half year i cry whenever i see that drawer or someone wearing their engangment and wedding jewls i am left with nothing,1
st time seeing u guys sad be happy we love u allah will give u more and more aruba i missed ur smile in this video,1
daku be like now time to visit ducky bhai house,1
congratulations for billion viewslove you from chakwal,1
inshallah you will get your ring my prayer is with you saad bhai dont worry have firm faith in allah there is something good for you in this case dont be sad inshallah you will get your ring back soon our prayers are always with youduckybhai,1
who feels proud to umat e muhammad saww,1
dakoo watching this vlog sucessfully,1
dont worry guys we are with you,1
ducky is not a person he is a legend,1
fun fact chor is also watching this vlog,1
engagment ring sa zyada ap dono ka bond hy allah pak ap dono ko hmeesha khush rkhy ameen,1
daku smiling in cornor,1
ducky bhai aroob baji dont be sad we are all with u m people with u i hope your ring will be back belive in allah i just cry on your conversation god bless u take care bye and thank u for entertain us love u,1
sometimes we tend to think that influencers have perfect lives but its important to remember we dont see their personal struggles in our own lives lets appreciate what we have and work to make it even better celebrating others success wishing them well and focusing on our own growth can lead to contentment and selfimprovement,1
dont be sadallah made things better,1
ducky bhai congrats for billion views,1
congratulations to ducky bahi of your success billions views,1
we are always with u inshallah youll be mrbeast when u hit million,1
security of ur family should be ur first priority hope u ppl can get the ring back,1
we are always with u duck bhai,1
ducky bhai stay strong in this difficult time,1
congratulations for billion views on youtube you always grow,1
brother dont you worry about things just be happy both of you,1
life m first time ducky bhai ko serious dekha h and i realised that he is really a best husband the way he supports his wife no mattter i didnt like this man before coz of past abusive videos even mere ghr wale dekhne ni dete ducky bhai k vlogs m late night dekhti hun jab so jate sb but in present and in real he has been changed a lot may allah bless you both,1
saad if you are seeing this dont worry bro you will find it inshaallah ignore the idiots who hate you and say content nahi tha your true subscribers will always be with you support and help you i have done my part and uploaded it to a certain website if this goes right you should hear good news soon,1
that is why a heavy duty wall bolted lockers are necessary in every home not the tiny personal ones and that is not very expensive,1
dont worry ducky allah will give you more,1
who is proud to be the ummati of rasool saw,1
lagta hain duckey bhai nay jo wo kan say nikala tha lagta hain wo aroob ki memories thi,1
best vlog ever for old audience,1
what a lovely family best vlog ever,1
who is proud to be the part of ummatemuhammadsaw,1
who is proud to be part of ummte muslima,1
dadi be like kis janwar se paal para hai,1
is the best moment of vlog,1
was unexpected,1
my day is incomplete without your videos,1
lets vote for ignoring aroob for hours challange,1
only ducky viewers can feel happiness of this vlog,1
lets vote for saying yes to mother or father for hours,1
lets vote for mom saying yes for hours,1
who is proud to be the part of ummat muhammad saw,1
congratulations bro on videos and b views,1
day is incomplete without ducky vlog,1
lets vote ignoring aroob bhabhi for hour,1
literally i was very sad due to some family problems but then i started to watch your vlog now my mood is fine i cant believe,1
lets vote for saying yes to your mom for hours challenge,1
ducky bhai never disappoints his fans,1
hahaha the way she came back and directly went to duckys mom so sweeet,1
those minutes must have been the most peace full of duckys life,1
i love allah pak,1
koi na ducky bhai bad phase tha wo chale gaya now keep happy you both,1
ducky bhai dont be worry just be thankful of allah almighty that he saved you from big loss may allah pak protect all of us from this situation ameen,1
imagine daku is big fan of ducky bhai,1
ducky bahii we are with you dont worry we love you so much nd lots of respect for you and aroob and your whole family we are always with you even tge world is against you,1
who is proud ro be umatte muhammad saw,1
who is here after ducky bhai gifted duplicate engagement ring to aroob in turkey,1
ducky bhai just forget your bad memories like a bad dream keep always smiling,1
allah aroob ko sabre jameel atha karey,1
ducky raising price of his car by touching and kissing it lol,1
ducky bhai hamain pta lag gya surprise ka tiktok par aik bande ne video daali hai fortuner,1
lets vote ignoring arood,1
her emotions are valid we get attached to things,1
mashaallah allah nayi gari naseeb me kre,1
ducky bhai apna fortuner li ha congrats,1
voting for ignoring to aroob for hours,1
i love india,1
best thing about ducky bhai is that k vo hamain bta daty hain k surprise wali video din main hi aa jaye gi,1
siuuuuu respect button for ducky bhai,1
ducky bhai k new vlog ma new toyota fortuner aaa rhi ha advanced congratulations ducky bhai,1
love your vlogs and big fan love your voice and your content is amazing love your car miss your old car,1
i can understand your feelings,1
congratulations ducky bhai for subscribers ducky army,1
aroob the car lover,1
lets vote for ignoring shibbu for hours,1
agree with aroob my own car is mileage but will never sell it still use it,1
who is proud to be ummat e muhammad saw i love allah i love hazrat muhammad saw,1
so so sad so many memories with this car this car was the symbol of you,1
congratulations ducky bahi new car fortuner ka liya,1
duckey bhai fortuner will surely suite your personalityand congrats for the new fortuner,1
aroos feelings are precious,1
how is proud to be a part of ummat e muhammad saw,1
we will miss civic ducky bhai,1
we miss civic,1
i am sure ducky bhai is going to buy toyota fortuner,1
congratulations for billion views complete,1
congrats on b bro,1
i think hes gonna surprise us with hyundai santa fe,1
legender congratulations,1
allah apko is sy achi gariyn dega in sha allah allah bless you saad bhai,1
ducky bhai is a legend when it comes to roasting his videos are pure gold,1
duchy bhai congratulations to cross million views and m subscriber not a joke,1
imagine daku watching this video and returning ring to ducky bhai,1
chor watching duckys video be like achaaaa to ye nahi uthana tha batatay to sahi yaar,1
only ducky bhai lovers can feel the happiness of every day vlog,1
we are with you brotherdont worry allah will give you more in shah allahin this tension you forgot todays date,1
who is proud to be part of ummat muslims so sad part keep it up,1
lets vote for saying yes to daku for hours,1
the most emotional situation jab ducky ko sad dekhaa haye,1
congratulations duky bhai for billion cross views,1
ducky leave it give your wife a new ring with love,1
this guy can touch m subscribers easily and first deserving diamond play button is coming soon inshallah,1
aoaducky bhai feeling so sad for you guys but inshaallah allah apko iss say bohat ziada degawe are here to support you on every stepplz keep your things safe i know you guys keep your things safety but still care is important,1
ducky bhai congratulations for billionsm views on your youtube channeland advance congrats for m subscribers ducky bhai is the only pakistani youtuber to achieve this feat,1
who is proud to be part of ummat muslins,1
dude earned even more than he lost from this video,1
lets vote for ducky and aroob to meet with romaisa khan,1
we are always with you ducky bahi love you from lahore,1
kon kon hazrat muhammad saw sa pyar krta ha,1
day is incomplete without vlogs,1
imagine a jeweller who designs the same ring and says ducky that this is the ring,1
this man is facing many difficulties in his life but he is still entertaining us,1
my day is incomplete without your vlog love from dubai,1
hows watching this vlog after uploading a new ring vlog legends,1
aw man im devastated and shedding tears i wish i could help you all out somehow pray that may you find those filthy robbers and more importantly that engagement ring of bhabhis inshaallah hope to wake up soon to a notification from you that you found the ring much love and power to you both,1
getting married to the person you love is real blessing,1
congragulations ducky bhai for crossing billion views,1
very sad to see that your memories were stolen both of you cheer up and move on you have each other which is what is important in lifekeep smiling no matter what,1
fun fcatday is incomplete without ducky vlog,1
we are always with you ducky bhai imagine daku watching this video and returning ring to ducky bhai,1
lets vote for aroob ignoring for hours challange,1
ducky can entertain us in different ways,1
yaar will definitely miss civic itni yadein haa yarrrrr tug of war especially itnay vlogg,1
lets vote for saying yes to each for hours,1
day incomplete without your vlog,1
its looking like a wholesome and entertaining vlog their bonding and vibe together are matching ducky aroob iqra and areeb,1
allah pk ap dono ko aisy hi khus raky ameen sister and brother mashshalla,1
respect for ducky and arroob,1
who is love quran,1
love ur vlogs enjoy a lot,1
only ducky daily fan can understand every night,1
alllah apko sehat da ducky bhi hamasa hasta muskara raho ameeen,1
lets vote for saying yes to baba op,1
respect for hasseeb bhai how he preferred not to look at aroob while describing food even she was holding camera,1
kya ducky bhai vlog tu regular dala kro na mazza ata dekh wo zara garmi hai apki video dekh ke thand ho jati hai but plz yaar vlog regular dala karo its a humble request,1
mashallah you both are cuties,1
love u ducky bhaialways love your vlogs love from iran,1
lets vote to revel his rd brother,1
kitna pyaar karti hai aroob i love actions like these ke usne ducky bhai ka diya hoa bag har waqt pehna hota hai ducky bhai is very lucky,1
you are the first person on pakistan whoos gonna lift diamond play button bro we will always support you keep it up bro keep growing and keep loving us love you,1
ducky bhai one thing i must suggest you that you mentioned in your vlog about your eye issue please use lotepred forte or barnep drops one a day that will cope the bacterial load and use rose water or use lukewarm water to gently rinse your affected eye with it its a common issues now a days of pink eye aka eye flu we are facing many cases nowadays so dont worry and the red spot that you mentioned is just remnant of the infection dont worry inshaallah all shall be fine thank you,1
lets vote for saying yes to sas or susar for hours,1
cutest couple,1
vote for ignooring arob for hours,1
i love this couple love from pakistan,1
mahsallah for u both love from gojra,1
who is missing ducky bhai,1
so humble mama jan is,1
university of vloginig the one only king legend ducky bhai love you,1
one day i strt watching tour vlog and now i am addicted,1
hn business before ducky bhai k and now k still counting this is the power of ducky bhai love you,1
ducky bhai congratulations for m views on your videos,1
say yess to muneeb for hours again,1
million is not a joke respect ducky bhai,1
aroob is wife type material,1
yaaar itna ziada me bohat dino k bad hans raha hun thank you soo much ducky bhai,1
allah hamesha khush abad rakheameen,1
lets vote for saying yes to aroob saad next hrs,1
aroob is so cutee,1
lets vote for saying yes to middle brother,1
first of all youre the inspiration for all and second youre the king of the vlogging asli badshah of the vlogging and the last that my day is incomplete without your vlog,1
no dirty no remake no kissing no over acting only pure melody,1
acting after review of sweet dish amazing hats off to you ducky bhai,1
ducky bhai u always keep me happy when ever i am sad love u,1
dil khush kr dia bhai bht maza ka volg thand the end scene when ducky bhai left the house was just amazing,1
vote for saying yes ducky bhai to his mom for hours,1
i dont why but whenever they cook for someone they tell them to act that they didnt like duckys food,1
lets vote for say yes to your father for hours,1
mera mood bhot kharab tha ducky bahi thank u so much to make me happy and smiling again,1
yaar me suchi emotional hogya tha ducky bhai ki emotional acting dekh k,1
my day is not complete with your vlog,1
allah apki ammi ko lambi zindagi dy,1
only sistrology ducky bhai fans can feel the happiness of vloges,1
ducky bhai never disapoints his viewrs,1
million is not a joke respect for this man,1
who love allah tala,1
his guy never disappoints us keep it up love from rawalpindi,1
haha best reaction of ducky bhai and leaving home best sence,1
only ducky fan can feel the happiness of every vlog vloging on daily basis is not an easy task respect button for ducky bhai,1
lots of love and support for you ducky bhai if anybody didnt like your dish if you cant make food properly i love your videos and you are a good youtuber ia you will reach your million subscribers,1
